,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
2780,2022,SE,FT,Data Engineer,141300,USD,141300,US,0,US,M,Data Engineer
2781,2022,SE,FT,Data Engineer,102100,USD,102100,US,0,US,M,Data Engineer
2784,2022,MI,FT,Business Data Analyst,150000,USD,150000,US,100,US,L,Data Analyst
2787,2022,SE,FT,Data Analyst,144000,USD,144000,US,100,US,M,Data Analyst
2788,2022,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M,Data Analyst
2790,2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L,Data Engineer
2791,2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L,Data Engineer
2792,2022,SE,FT,Machine Learning Engineer,195400,USD,195400,US,100,US,L,Data Engineer
2793,2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L,Data Engineer
2794,2022,SE,FT,Data Architect,195400,USD,195400,US,100,US,L,Data Engineer
2795,2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L,Data Engineer
2796,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,Data Engineer
2797,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,Data Engineer
2798,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Data Engineer
2799,2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M,Data Engineer
2801,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
2802,2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M,Data Engineer
2803,2022,SE,FT,Data Engineer,178800,USD,178800,US,100,US,L,Data Engineer
2804,2022,SE,FT,Data Engineer,132100,USD,132100,US,100,US,L,Data Engineer
2805,2022,MI,CT,NLP Engineer,60000,USD,60000,IN,100,US,S,Data Engineer
2808,2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,Data Engineer
2809,2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,Data Engineer
2812,2022,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,Data Engineer
2813,2022,SE,FT,Analytics Engineer,140000,USD,140000,US,100,US,M,Data Engineer
2814,2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M,Data Engineer
2815,2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M,Data Engineer
2816,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L,Data Scientist
2817,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,Data Scientist
2818,2022,SE,FT,Applied Machine Learning Scientist,108000,USD,108000,US,0,US,L,Data Scientist
2820,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,Data Engineer
2821,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,Data Engineer
2822,2022,SE,FT,Data Scientist,179400,USD,179400,US,0,US,M,Data Scientist
2823,2022,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M,Data Scientist
2824,2022,SE,FT,Machine Learning Scientist,193900,USD,193900,US,0,US,M,Data Scientist
2825,2022,SE,FT,Machine Learning Scientist,129300,USD,129300,US,0,US,M,Data Scientist
2826,2022,EX,FT,Data Science Manager,222640,USD,222640,US,0,US,M,Data Scientist
2827,2022,EX,FT,Data Science Manager,182160,USD,182160,US,0,US,M,Data Scientist
2828,2022,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
2829,2022,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
2830,2022,SE,FT,Analytics Engineer,122500,USD,122500,US,100,US,M,Data Engineer
2831,2022,SE,FT,Analytics Engineer,100000,USD,100000,US,100,US,M,Data Engineer
2832,2022,EX,FT,Data Engineer,297500,USD,297500,US,100,US,M,Data Engineer
2833,2022,EX,FT,Data Engineer,260000,USD,260000,US,100,US,M,Data Engineer
2835,2022,SE,FT,Data Engineer,193000,USD,193000,ES,100,US,M,Data Engineer
2836,2022,EN,FT,Data Scientist,93000,USD,93000,US,0,US,M,Data Scientist
2837,2022,EN,FT,Data Scientist,73000,USD,73000,US,0,US,M,Data Scientist
2838,2022,MI,FT,Data Operations Engineer,100000,USD,100000,US,100,US,M,Data Engineer
2839,2022,MI,FT,Data Operations Engineer,60000,USD,60000,US,100,US,M,Data Engineer
2841,2022,SE,FT,Data Scientist,136994,USD,136994,US,100,US,M,Data Scientist
2842,2022,SE,FT,Data Scientist,101570,USD,101570,US,100,US,M,Data Scientist
2843,2022,SE,FT,ETL Developer,250000,USD,250000,US,100,US,M,Other
2844,2022,SE,FT,ETL Developer,63000,USD,63000,US,100,US,M,Other
2845,2022,MI,FT,Data Manager,134000,USD,134000,US,0,US,M,Data Scientist
2846,2022,MI,FT,Data Manager,98000,USD,98000,US,0,US,M,Data Scientist
2847,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2848,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2850,2022,MI,FT,Data Analyst,136000,USD,136000,US,100,US,M,Data Analyst
2851,2022,MI,FT,Data Analyst,112000,USD,112000,US,100,US,M,Data Analyst
2852,2022,SE,FT,Data Scientist,172000,USD,172000,US,100,US,M,Data Scientist
2853,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist
2854,2022,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M,Data Engineer
2855,2022,SE,FT,Data Engineer,164000,USD,164000,US,0,US,M,Data Engineer
2856,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,Data Engineer
2857,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2858,2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,Data Engineer
2859,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,Data Engineer
2860,2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Data Engineer
2861,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineer
2863,2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,Data Engineer
2864,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,Data Engineer
2865,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2866,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2867,2022,MI,FT,Data Analyst,97500,USD,97500,US,100,US,L,Data Analyst
2868,2022,SE,FT,Applied Scientist,212800,USD,212800,US,100,US,M,Data Scientist
2869,2022,SE,FT,Applied Scientist,142800,USD,142800,US,100,US,M,Data Scientist
2873,2022,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M,Data Scientist
2874,2022,SE,FT,Data Scientist,130240,USD,130240,US,0,US,M,Data Scientist
2875,2022,SE,FT,Analytics Engineer,165000,USD,165000,US,100,US,M,Data Engineer
2876,2022,SE,FT,Analytics Engineer,140250,USD,140250,US,100,US,M,Data Engineer
2877,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
2878,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineer
2879,2022,SE,FT,Data Scientist,179400,USD,179400,US,100,US,M,Data Scientist
2880,2022,SE,FT,Data Scientist,154000,USD,154000,US,100,US,M,Data Scientist
2881,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2882,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2883,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2884,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2885,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2886,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2887,2022,MI,FT,Financial Data Analyst,75000,USD,75000,US,0,US,M,Data Analyst
2894,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2895,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2896,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2897,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2900,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2901,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2904,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2905,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2906,2022,SE,FT,Data Scientist,191475,USD,191475,US,0,US,M,Data Scientist
2907,2022,SE,FT,Data Scientist,141525,USD,141525,US,0,US,M,Data Scientist
2908,2022,SE,FT,Data Analyst,115000,USD,115000,US,0,US,L,Data Analyst
2910,2022,SE,FT,Data Operations Analyst,81000,USD,81000,US,100,US,M,Data Analyst
2911,2022,SE,FT,Data Operations Analyst,66000,USD,66000,US,100,US,M,Data Analyst
2912,2022,EN,FT,Data Analyst,46000,USD,46000,US,100,US,L,Data Analyst
2913,2022,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,Data Engineer
2914,2022,EX,FT,Machine Learning Scientist,200000,USD,200000,US,100,US,S,Data Scientist
2915,2022,EX,FT,Machine Learning Scientist,180000,USD,180000,US,100,US,S,Data Scientist
2916,2022,EX,FT,AI Scientist,200000,USD,200000,US,100,US,S,Data Scientist
2917,2022,SE,FT,Data Scientist,204100,USD,204100,US,0,US,M,Data Scientist
2918,2022,SE,FT,Data Scientist,136100,USD,136100,US,0,US,M,Data Scientist
2919,2022,SE,FT,Analytics Engineer,250000,USD,250000,US,0,US,M,Data Engineer
2920,2022,SE,FT,Analytics Engineer,63000,USD,63000,US,0,US,M,Data Engineer
2924,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2925,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2926,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2927,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2928,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M,Data Scientist
2929,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M,Data Scientist
2930,2022,SE,FT,Data Specialist,95000,USD,95000,US,100,US,M,Other
2931,2022,SE,FT,Data Specialist,70000,USD,70000,US,100,US,M,Other
2932,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,M,Data Scientist
2934,2022,MI,FT,Data Analyst,113000,USD,113000,US,0,US,L,Data Analyst
2935,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist
2936,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist
2937,2022,MI,FT,Data Analytics Consultant,113000,USD,113000,US,100,US,L,Other
2938,2022,MI,FT,Product Data Analyst,140000,USD,140000,US,100,US,M,Data Analyst
2941,2022,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,Data Scientist
2942,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,Data Scientist
2944,2022,SE,FT,Analytics Engineer,250000,USD,250000,US,0,US,M,Data Engineer
2945,2022,SE,FT,Analytics Engineer,63000,USD,63000,US,0,US,M,Data Engineer
2946,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L,Data Scientist
2947,2022,SE,FT,Data Scientist,119300,USD,119300,US,0,US,L,Data Scientist
2948,2022,MI,FT,Research Scientist,145000,USD,145000,US,50,US,L,Data Scientist
2949,2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M,Data Engineer
2950,2022,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer
2951,2022,SE,FT,ETL Developer,146200,USD,146200,US,100,US,M,Other
2952,2022,SE,FT,ETL Developer,124270,USD,124270,US,100,US,M,Other
2953,2022,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M,Data Scientist
2954,2022,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Scientist
2958,2022,SE,FT,Analytics Engineer,245000,USD,245000,US,0,US,M,Data Engineer
2959,2022,SE,FT,Analytics Engineer,180000,USD,180000,US,0,US,M,Data Engineer
2960,2022,SE,FT,Analytics Engineer,203500,USD,203500,US,0,US,M,Data Engineer
2961,2022,SE,FT,Analytics Engineer,152000,USD,152000,US,0,US,M,Data Engineer
2962,2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
2963,2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M,Data Engineer
2964,2022,SE,FT,Machine Learning Infrastructure Engineer,186000,USD,186000,US,100,US,M,Data Engineer
2965,2022,SE,FT,Machine Learning Infrastructure Engineer,148800,USD,148800,US,100,US,M,Data Engineer
2968,2022,EN,FT,Data Scientist,82000,USD,82000,US,0,US,L,Data Scientist
2970,2022,MI,FT,Applied Machine Learning Scientist,173000,USD,173000,US,50,US,M,Data Scientist
2971,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,Data Scientist
2972,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,Data Scientist
2973,2022,SE,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,Data Engineer
2974,2022,SE,FT,Machine Learning Engineer,148800,USD,148800,US,100,US,M,Data Engineer
2976,2022,MI,FT,Data Science Manager,158000,USD,158000,US,100,US,M,Data Scientist
2977,2022,MI,FT,Data Science Manager,134000,USD,134000,US,100,US,M,Data Scientist
2978,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist
2979,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M,Data Scientist
2980,2022,EX,FT,Analytics Engineer,200000,USD,200000,US,100,US,M,Data Engineer
2981,2022,EX,FT,Analytics Engineer,150000,USD,150000,US,100,US,M,Data Engineer
2982,2022,SE,FT,Data Analyst,216200,USD,216200,US,0,US,M,Data Analyst
2983,2022,SE,FT,Data Analyst,144100,USD,144100,US,0,US,M,Data Analyst
2986,2022,SE,FT,ETL Developer,250000,USD,250000,US,0,US,M,Other
2987,2022,SE,FT,ETL Developer,63000,USD,63000,US,0,US,M,Other
2988,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Data Engineer
2989,2022,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M,Data Engineer
2990,2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,100,US,M,Data Engineer
2991,2022,SE,FT,Machine Learning Engineer,85000,USD,85000,US,100,US,M,Data Engineer
2992,2022,SE,FT,Data Science Manager,206000,USD,206000,US,100,US,M,Data Scientist
2993,2022,SE,FT,Data Science Manager,175100,USD,175100,US,100,US,M,Data Scientist
2994,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,Data Engineer
2995,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,Data Engineer
2996,2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,Data Engineer
2997,2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,Data Engineer
2998,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,Data Engineer
2999,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,Data Engineer
3000,2022,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,Data Engineer
3001,2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,L,Data Engineer
3002,2022,SE,FT,Data Engineer,195700,USD,195700,US,0,US,M,Data Engineer
3003,2022,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M,Data Engineer
3004,2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,Data Engineer
3005,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,100,US,M,Data Engineer
3008,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M,Data Analyst
3009,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M,Data Analyst
3012,2022,SE,FT,Machine Learning Engineer,193900,USD,193900,US,0,US,M,Data Engineer
3013,2022,SE,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,M,Data Engineer
3017,2022,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M,Data Analyst
3018,2022,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,Data Analyst
3019,2022,SE,FT,Data Engineer,188100,USD,188100,US,0,US,M,Data Engineer
3020,2022,SE,FT,Data Engineer,139860,USD,139860,US,0,US,M,Data Engineer
3021,2022,SE,FT,Machine Learning Engineer,248700,USD,248700,US,0,US,M,Data Engineer
3022,2022,SE,FT,Machine Learning Engineer,167100,USD,167100,US,0,US,M,Data Engineer
3024,2022,SE,FT,Data Scientist,123400,USD,123400,US,0,US,M,Data Scientist
3025,2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M,Data Scientist
3027,2022,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,Data Scientist
3028,2022,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M,Data Scientist
3029,2022,SE,FT,Data Engineer,141300,USD,141300,US,0,US,M,Data Engineer
3030,2022,SE,FT,Data Engineer,102100,USD,102100,US,0,US,M,Data Engineer
3031,2022,SE,FT,Data Architect,141300,USD,141300,US,0,US,M,Data Engineer
3032,2022,SE,FT,Data Architect,102100,USD,102100,US,0,US,M,Data Engineer
3036,2022,SE,FT,Data Architect,250000,USD,250000,US,0,US,M,Data Engineer
3037,2022,SE,FT,Data Architect,63000,USD,63000,US,0,US,M,Data Engineer
3038,2022,SE,FT,Data Science Manager,189500,USD,189500,US,100,US,L,Data Scientist
3039,2022,SE,FT,Data Science Manager,140100,USD,140100,US,100,US,L,Data Scientist
3040,2022,SE,FT,Data Engineer,177600,USD,177600,US,100,US,L,Data Engineer
3041,2022,SE,FT,Data Engineer,131300,USD,131300,US,100,US,L,Data Engineer
3042,2022,MI,FT,Data Engineer,24000,USD,24000,US,0,US,M,Data Engineer
3043,2022,MI,FT,Data Engineer,24000,USD,24000,US,0,US,M,Data Engineer
3044,2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
3045,2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M,Data Engineer
3046,2022,SE,FT,Machine Learning Engineer,202900,USD,202900,US,100,US,L,Data Engineer
3047,2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L,Data Engineer
3048,2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,Data Engineer
3049,2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Data Engineer
3050,2022,EN,FT,Machine Learning Engineer,115000,USD,115000,US,50,US,L,Data Engineer
3051,2022,MI,FT,Machine Learning Engineer,193900,USD,193900,US,0,US,M,Data Engineer
3052,2022,MI,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,M,Data Engineer
3053,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L,Data Scientist
3054,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,L,Data Scientist
3055,2022,MI,FT,Data Analyst,216200,USD,216200,US,0,US,M,Data Analyst
3056,2022,MI,FT,Data Analyst,144100,USD,144100,US,0,US,M,Data Analyst
3057,2022,SE,FT,Machine Learning Scientist,216000,USD,216000,US,0,US,M,Data Scientist
3058,2022,SE,FT,Machine Learning Scientist,144000,USD,144000,US,0,US,M,Data Scientist
3059,2022,EN,FT,Data Analyst,150000,USD,150000,US,100,US,L,Data Analyst
3063,2021,SE,FT,Cloud Data Architect,250000,USD,250000,US,50,US,L,Data Engineer
3066,2022,SE,FT,Analytics Engineer,48000,USD,48000,AR,100,US,S,Data Engineer
3067,2022,EX,FT,Data Science Manager,260500,USD,260500,US,0,US,M,Data Scientist
3068,2022,EX,FT,Data Science Manager,175100,USD,175100,US,0,US,M,Data Scientist
3069,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Data Engineer
3070,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
3071,2022,EN,FT,Data Analyst,55000,USD,55000,US,100,US,S,Data Analyst
3072,2022,MI,FT,Data Analyst,130000,USD,130000,US,100,US,M,Data Analyst
3076,2022,SE,FT,Data Engineer,206699,USD,206699,US,0,US,M,Data Engineer
3077,2022,SE,FT,Data Engineer,99100,USD,99100,US,0,US,M,Data Engineer
3078,2022,MI,FT,Analytics Engineer,200000,USD,200000,US,0,US,M,Data Engineer
3079,2022,MI,FT,Analytics Engineer,54000,USD,54000,US,0,US,M,Data Engineer
3080,2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
3081,2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M,Data Engineer
3082,2022,SE,FT,Data Architect,250000,USD,250000,US,0,US,M,Data Engineer
3083,2022,SE,FT,Data Architect,63000,USD,63000,US,0,US,M,Data Engineer
3084,2022,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
3085,2022,SE,FT,Data Engineer,63000,USD,63000,US,0,US,M,Data Engineer
3086,2022,EN,FT,Analytics Engineer,130000,USD,130000,US,50,US,L,Data Engineer
3087,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,L,Data Engineer
3088,2022,SE,FT,Data Engineer,80000,USD,80000,US,0,US,L,Data Engineer
3089,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L,Data Scientist
3090,2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,L,Data Scientist
3091,2022,SE,FT,Data Specialist,221300,USD,221300,US,100,US,L,Other
3092,2022,SE,FT,Data Specialist,148700,USD,148700,US,100,US,L,Other
3098,2022,SE,FT,Data Science Manager,249260,USD,249260,US,0,US,M,Data Scientist
3099,2022,SE,FT,Data Science Manager,185400,USD,185400,US,0,US,M,Data Scientist
3100,2022,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M,Data Engineer
3101,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
3103,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M,Data Analyst
3104,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M,Data Analyst
3105,2022,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,Data Engineer
3106,2022,SE,FT,Machine Learning Engineer,100000,USD,100000,US,100,US,M,Data Engineer
3107,2022,SE,FT,Data Analyst,136260,USD,136260,US,100,US,M,Data Analyst
3108,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M,Data Analyst
3109,2022,SE,FT,Data Scientist,160000,USD,160000,US,100,US,L,Data Scientist
3110,2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L,Data Scientist
3111,2022,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,Data Engineer
3112,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
3115,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M,Data Analyst
3116,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M,Data Analyst
3117,2022,EN,FT,Data Engineer,129000,USD,129000,US,100,US,L,Data Engineer
3118,2022,EN,FT,Data Engineer,86000,USD,86000,US,100,US,L,Data Engineer
3121,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L,Data Scientist
3122,2022,SE,FT,Data Scientist,119300,USD,119300,US,0,US,L,Data Scientist
3123,2022,SE,FT,Business Data Analyst,100000,USD,100000,US,100,US,L,Data Analyst
3126,2022,MI,FT,AI Scientist,200000,USD,200000,US,100,US,M,Data Scientist
3127,2022,EN,FT,Machine Learning Developer,180000,USD,180000,US,100,US,L,Other
3128,2022,MI,FT,Data Scientist,153000,USD,153000,US,100,US,L,Data Scientist
3129,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Data Engineer
3130,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Data Engineer
3131,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M,Data Analyst
3132,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M,Data Analyst
3134,2022,SE,FT,Data Scientist,160000,USD,160000,US,100,US,L,Data Scientist
3135,2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L,Data Scientist
3136,2022,SE,FT,Machine Learning Engineer,202900,USD,202900,US,100,US,L,Data Engineer
3137,2022,SE,FT,Machine Learning Engineer,131300,USD,131300,US,100,US,L,Data Engineer
3140,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Data Engineer
3141,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Data Engineer
3143,2022,EN,FT,Machine Learning Engineer,83000,USD,83000,US,0,US,L,Data Engineer
3146,2022,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,Data Scientist
3147,2022,SE,FT,Data Scientist,148800,USD,148800,US,0,US,M,Data Scientist
3148,2022,SE,FT,Data Analyst,112900,USD,112900,US,0,US,M,Data Analyst
3149,2022,SE,FT,Data Analyst,90320,USD,90320,US,0,US,M,Data Analyst
3150,2022,SE,FT,ML Engineer,240000,USD,240000,US,0,US,M,Data Engineer
3151,2022,SE,FT,ML Engineer,160000,USD,160000,US,0,US,M,Data Engineer
3152,2022,SE,FT,Data Science Manager,300000,USD,300000,US,100,US,M,Data Scientist
3153,2022,SE,FT,Data Science Manager,200000,USD,200000,US,100,US,M,Data Scientist
3155,2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L,Data Scientist
3158,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M,Data Scientist
3159,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Data Analyst
3160,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Data Analyst
3161,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M,Data Scientist
3162,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M,Data Scientist
3166,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L,Data Scientist
3167,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L,Data Scientist
3168,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Data Engineer
3169,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Data Engineer
3170,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M,Data Analyst
3171,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M,Data Analyst
3172,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Data Engineer
3173,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Data Engineer
3175,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M,Data Analyst
3176,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M,Data Analyst
3177,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Data Scientist
3178,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Data Scientist
3179,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,Data Engineer
3180,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,Data Engineer
3184,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Data Engineer
3185,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Data Engineer
3186,2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M,Data Engineer
3187,2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M,Data Engineer
3188,2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M,Data Engineer
3189,2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M,Data Engineer
3190,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M,Data Analyst
3191,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M,Data Analyst
